Anio,Mes,Dia,Hora,TotalGeneradas,TotalCanceladas,TotalCanceladasConCupones,TotalNoCanceladasConCupones,TotalNoCanceladasSinCupones
2015,1,30,21,755,51,6,32,672
2015,1,30,22,762,43,3,40,679
2015,1,30,23,779,56,0,23,700
2015,1,31,0,841,42,4,12,787
2015,1,31,1,629,28,1,7,594
2015,1,31,2,542,41,2,8,493
2015,1,31,3,387,17,0,4,366
2015,1,31,4,281,12,0,5,264
2015,1,31,5,158,5,1,3,150
2015,1,31,6,116,9,1,1,106
2015,1,31,7,66,2,0,0,64
2015,1,31,8,48,3,0,2,43
2015,1,31,9,80,6,0,0,74
2015,1,31,10,165,8,1,1,156
2015,1,31,11,343,21,0,4,318
2015,1,31,12,554,32,2,5,517
2015,1,31,13,557,33,1,4,520
2015,1,31,14,652,30,3,4,618
2015,1,31,15,703,46,2,12,645
2015,1,31,16,770,37,1,14,719
2015,1,31,17,716,45,2,8,663
2015,1,31,18,699,33,1,7,659
2015,1,31,19,586,50,8,10,526
2015,1,31,20,671,36,1,11,624
2015,1,31,21,609,41,4,4,564
2015,1,31,22,732,32,0,12,688
2015,1,31,23,727,35,1,6,686
2015,2,1,0,522,33,1,5,484
2015,2,1,1,579,33,2,6,540
2015,2,1,2,521,26,1,4,491
2015,2,1,3,380,16,0,6,358
2015,2,1,4,283,8,0,2,273
2015,2,1,5,150,6,0,3,141
2015,2,1,6,103,2,0,2,99
2015,2,1,7,55,7,0,2,46
2015,2,1,8,25,1,0,0,24
2015,2,1,9,51,0,0,1,50
2015,2,1,10,112,7,0,1,104
2015,2,1,11,205,16,1,2,187
2015,2,1,12,339,22,1,0,317
2015,2,1,13,548,34,1,3,511
2015,2,1,14,554,34,1,8,512
2015,2,1,15,586,39,0,3,544
2015,2,1,16,608,36,0,11,561
2015,2,1,17,711,49,1,6,656
2015,2,1,18,579,40,1,6,533
2015,2,1,19,629,39,0,3,587
2015,2,1,20,712,48,3,11,653
2015,2,1,21,666,44,0,5,617
2015,2,1,22,822,47,4,9,766
2015,2,1,23,815,44,0,8,763
2015,2,2,0,895,52,0,9,834
2015,2,2,1,668,42,0,5,621
2015,2,2,2,647,34,0,12,601
2015,2,2,3,425,24,2,5,396
2015,2,2,4,377,19,1,3,355
2015,2,2,5,260,9,0,3,248
2015,2,2,6,120,5,0,0,115
2015,2,2,7,62,4,0,1,57
2015,2,2,8,61,1,0,1,59
2015,2,2,9,130,8,0,1,121
2015,2,2,10,309,20,0,1,288
2015,2,2,11,480,25,1,5,450
2015,2,2,12,768,42,4,13,713
2015,2,2,13,1000,66,5,19,915
2015,2,2,14,1036,78,6,24,934
2015,2,2,15,1196,82,5,14,1100
2015,2,2,16,1313,90,6,18,1205
2015,2,2,17,1263,77,3,20,1166
2015,2,2,18,1400,84,6,19,1297
2015,2,2,19,1342,84,10,20,1238
2015,2,2,20,1115,53,1,14,1048
2015,2,2,21,915,76,5,13,826
2015,2,2,22,1169,72,5,9,1088
2015,2,2,23,1035,60,3,20,955
2015,2,3,0,962,62,6,11,889
2015,2,3,1,897,60,4,13,824
2015,2,3,2,842,46,5,13,783
2015,2,3,3,583,35,1,7,541
2015,2,3,4,244,14,0,4,226
2015,2,3,5,168,7,0,1,160
2015,2,3,6,99,3,0,3,93
2015,2,3,7,42,5,0,0,37
2015,2,3,8,97,6,1,0,91
2015,2,3,9,117,9,0,1,107
2015,2,3,10,306,22,2,3,281
2015,2,3,11,774,31,4,7,736
2015,2,3,12,895,58,6,14,823
2015,2,3,13,1057,70,7,19,968
2015,2,3,14,1071,81,15,24,966
2015,2,3,15,1073,81,9,15,977
2015,2,3,16,1241,74,5,17,1150
2015,2,3,17,1256,88,13,26,1142
2015,2,3,18,1400,75,4,19,1306
2015,2,3,19,1207,68,1,20,1119
2015,2,3,20,1115,63,2,20,1032
2015,2,3,21,928,67,4,8,853
2015,2,3,22,1081,82,4,8,991
2015,2,3,23,997,52,2,13,932
2015,2,4,0,933,67,2,17,849
2015,2,4,1,902,57,4,14,831
2015,2,4,2,744,56,6,14,674
2015,2,4,3,470,34,1,14,422
2015,2,4,4,303,18,0,2,283
2015,2,4,5,184,12,0,3,169
2015,2,4,6,100,9,1,1,90
2015,2,4,7,66,1,0,1,64
2015,2,4,8,78,6,0,0,72
2015,2,4,9,131,8,0,2,121
2015,2,4,10,301,10,0,7,284
2015,2,4,11,686,35,1,7,644
2015,2,4,12,978,60,6,12,906
2015,2,4,13,1118,73,5,23,1022
2015,2,4,14,1120,62,1,19,1039
2015,2,4,15,1255,70,1,23,1162
2015,2,4,16,1315,84,8,42,1189
2015,2,4,17,1123,71,8,49,1003
2015,2,4,18,1309,91,7,52,1166
2015,2,4,19,1049,60,6,36,953
2015,2,4,20,1123,69,4,21,1033
2015,2,4,21,1115,79,10,21,1015
2015,2,4,22,1015,63,4,22,930
2015,2,4,23,959,49,1,26,884
2015,2,5,0,1212,70,2,39,1103
2015,2,5,1,955,50,3,35,870
2015,2,5,2,713,53,7,23,637
2015,2,5,3,471,27,2,8,436
2015,2,5,4,257,18,0,3,236
2015,2,5,5,173,14,1,3,156
2015,2,5,6,102,6,0,1,95
2015,2,5,7,74,5,0,0,69
2015,2,5,8,75,5,0,0,70
2015,2,5,9,130,14,0,2,114
2015,2,5,10,352,28,1,2,322
2015,2,5,11,650,45,3,4,601
2015,2,5,12,1142,52,3,11,1079
2015,2,5,13,1341,71,2,15,1255
2015,2,5,14,1308,69,2,11,1228
2015,2,5,15,1393,74,0,25,1294
2015,2,5,16,1511,79,6,70,1362
2015,2,5,17,1487,85,3,50,1352
2015,2,5,18,1484,92,3,56,1336
2015,2,5,19,1256,56,2,60,1140
2015,2,5,20,1359,83,4,28,1248
2015,2,5,21,1093,67,2,27,999
2015,2,5,22,1069,49,7,34,986
2015,2,5,23,1132,74,4,42,1016
2015,2,6,0,1116,65,3,39,1012
2015,2,6,1,928,65,1,19,844
2015,2,6,2,615,45,0,7,563
2015,2,6,3,482,39,3,8,435
2015,2,6,4,277,14,0,6,257
2015,2,6,5,179,12,0,6,161
2015,2,6,6,75,6,0,2,67
2015,2,6,7,54,8,0,0,46
2015,2,6,8,101,1,0,2,98
2015,2,6,9,125,9,1,0,116
2015,2,6,10,340,23,1,6,311
2015,2,6,11,654,50,3,7,597
2015,2,6,12,1031,62,2,11,958
2015,2,6,13,1277,83,2,8,1186
2015,2,6,14,1190,65,1,16,1109
2015,2,6,15,1287,94,1,14,1179
2015,2,6,16,1176,81,3,19,1076
2015,2,6,17,1394,75,1,16,1303
2015,2,6,18,1403,63,4,15,1325
2015,2,6,19,1203,91,3,19,1093
2015,2,6,20,952,58,2,9,885
2015,2,6,21,986,66,3,16,904
2015,2,6,22,1018,48,2,6,964
2015,2,6,23,1050,51,6,15,984
2015,2,7,0,840,35,0,10,795
2015,2,7,1,813,48,3,4,761
2015,2,7,2,637,36,2,10,591
2015,2,7,3,453,25,1,1,427
2015,2,7,4,272,16,0,1,255
2015,2,7,5,134,7,0,1,126
2015,2,7,6,76,10,1,2,64
2015,2,7,7,62,3,1,0,59
2015,2,7,8,50,6,0,0,44
2015,2,7,9,104,9,0,0,95
2015,2,7,10,190,13,1,2,175
2015,2,7,11,374,22,0,4,348
2015,2,7,12,509,38,0,5,466
2015,2,7,13,628,36,3,3,589
2015,2,7,14,861,50,4,5,806
2015,2,7,15,853,42,2,6,805
2015,2,7,16,909,40,2,4,865
2015,2,7,17,882,44,4,8,830
2015,2,7,18,743,50,1,5,688
2015,2,7,19,673,37,4,11,625
2015,2,7,20,697,48,0,6,643
2015,2,7,21,741,38,1,6,697
2015,2,7,22,650,42,2,3,605
2015,2,7,23,722,29,0,10,683
2015,2,8,0,671,36,2,1,634
2015,2,8,1,666,40,2,5,621
2015,2,8,2,584,34,1,3,547
2015,2,8,3,398,29,1,3,366
2015,2,8,4,243,14,0,5,224
2015,2,8,5,184,14,0,3,167
2015,2,8,6,95,7,2,0,88
2015,2,8,7,56,1,0,3,52
2015,2,8,8,43,3,0,0,40
2015,2,8,9,72,3,0,2,67
2015,2,8,10,138,9,0,1,128
2015,2,8,11,316,22,1,1,293
2015,2,8,12,438,25,0,1,412
2015,2,8,13,655,37,1,2,616
2015,2,8,14,822,33,1,14,775
2015,2,8,15,696,48,0,11,637
2015,2,8,16,736,44,3,10,682
2015,2,8,17,798,60,3,11,727
2015,2,8,18,775,51,6,13,711
2015,2,8,19,735,45,2,7,683
2015,2,8,20,785,44,1,10,731
2015,2,8,21,818,53,0,10,755
2015,2,8,22,856,49,4,13,794
2015,2,8,23,896,59,4,9,828
2015,2,9,0,866,41,3,15,810
2015,2,9,1,790,64,1,6,720
2015,2,9,2,602,44,1,10,548
2015,2,9,3,467,32,0,8,427
2015,2,9,4,347,13,1,1,333
2015,2,9,5,156,5,1,6,145
2015,2,9,6,88,6,0,1,81
2015,2,9,7,73,3,0,2,68
2015,2,9,8,88,5,1,0,83
2015,2,9,9,124,10,0,1,113
2015,2,9,10,334,25,1,2,307
2015,2,9,11,594,30,1,3,561
2015,2,9,12,1021,45,1,8,968
2015,2,9,13,1203,64,3,10,1129
2015,2,9,14,1206,63,3,12,1131
2015,2,9,15,1379,78,3,8,1293
2015,2,9,16,1304,73,2,10,1221
2015,2,9,17,1265,61,2,12,1192
2015,2,9,18,1194,68,3,12,1114
2015,2,9,19,1096,68,1,17,1011
2015,2,9,20,1111,63,4,10,1038
2015,2,9,21,1073,70,1,17,986
2015,2,9,22,1241,63,3,10,1168
2015,2,9,23,1083,61,0,16,1006
2015,2,10,0,1093,72,2,10,1011
2015,2,10,1,941,60,2,12,869
2015,2,10,2,775,52,2,10,713
2015,2,10,3,539,29,0,7,503
2015,2,10,4,368,12,1,2,354
2015,2,10,5,201,17,2,3,181
2015,2,10,6,117,6,1,2,109
2015,2,10,7,94,4,0,1,89
2015,2,10,8,72,5,0,0,67
2015,2,10,9,174,9,0,0,165
2015,2,10,10,405,31,1,4,370
2015,2,10,11,736,45,1,3,688
2015,2,10,12,1045,68,4,10,967
2015,2,10,13,1277,59,1,12,1206
2015,2,10,14,1228,59,4,8,1161
2015,2,10,15,1263,69,2,19,1175
2015,2,10,16,1458,71,3,18,1369
2015,2,10,17,1440,88,3,16,1336
2015,2,10,18,1371,73,2,13,1285
2015,2,10,19,1289,82,2,16,1191
2015,2,10,20,1268,63,4,13,1192
2015,2,10,21,1048,63,3,15,970
2015,2,10,22,1039,60,2,12,967
2015,2,10,23,1094,54,0,15,1025
2015,2,11,0,971,53,3,13,905
2015,2,11,1,854,58,3,12,784
2015,2,11,2,809,47,4,5,757
2015,2,11,3,531,29,3,8,494
2015,2,11,4,347,17,1,4,326
2015,2,11,5,252,8,0,0,244
2015,2,11,6,94,6,0,1,87
2015,2,11,7,73,6,0,1,66
2015,2,11,8,149,8,0,2,139
2015,2,11,9,187,12,0,1,174
2015,2,11,10,424,24,2,1,399
2015,2,11,11,774,36,3,4,734
2015,2,11,12,1041,71,5,11,959
2015,2,11,13,1167,70,3,15,1082
2015,2,11,14,1326,86,2,17,1223
2015,2,11,15,1305,78,6,17,1210
2015,2,11,16,1468,93,7,10,1365
2015,2,11,17,1449,74,3,12,1363
2015,2,11,18,1461,75,7,18,1368
2015,2,11,19,1257,75,4,20,1162
2015,2,11,20,1212,76,6,12,1124
2015,2,11,21,1038,59,3,10,969
2015,2,11,22,1087,67,4,7,1013
2015,2,11,23,1011,63,2,8,940
2015,2,12,0,1161,69,5,10,1082
2015,2,12,1,870,41,4,6,823
2015,2,12,2,710,28,2,7,675
2015,2,12,3,520,24,0,1,495
2015,2,12,4,254,17,0,3,234
2015,2,12,5,184,10,0,4,170
2015,2,12,6,80,7,0,1,72
2015,2,12,7,64,7,0,0,57
2015,2,12,8,87,4,0,3,80
2015,2,12,9,156,7,0,1,148
2015,2,12,10,393,13,0,3,377
2015,2,12,11,745,42,2,6,697
2015,2,12,12,884,44,2,13,827
2015,2,12,13,1216,73,2,9,1134
2015,2,12,14,1239,70,2,7,1162
2015,2,12,15,1483,65,0,7,1411
2015,2,12,16,1263,93,3,9,1161
2015,2,12,17,1536,65,3,15,1456
2015,2,12,18,1214,80,1,14,1120
2015,2,12,19,1225,72,5,19,1134
2015,2,12,20,1292,61,5,9,1222
2015,2,12,21,1016,59,2,9,948
2015,2,12,22,1135,61,1,9,1065
2015,2,12,23,936,58,6,12,866
2015,2,13,0,886,54,3,9,823
2015,2,13,1,802,47,7,12,743
2015,2,13,2,695,38,2,7,650
2015,2,13,3,457,27,1,8,422
2015,2,13,4,306,19,0,6,281
2015,2,13,5,150,16,0,1,133
2015,2,13,6,92,5,0,2,85
2015,2,13,7,79,4,0,0,75
2015,2,13,8,58,6,0,2,50
2015,2,13,9,185,5,0,2,178
2015,2,13,10,374,22,0,5,347
2015,2,13,11,589,36,2,10,543
2015,2,13,12,906,65,6,5,836
2015,2,13,13,1194,63,4,21,1110
2015,2,13,14,1067,55,4,19,993
2015,2,13,15,1161,52,1,13,1096
2015,2,13,16,1175,73,7,19,1083
2015,2,13,17,1108,59,2,12,1037
2015,2,13,18,1302,72,1,12,1218
2015,2,13,19,2713,81,1,14,2618
2015,2,13,20,1100,53,3,10,1037
2015,2,13,21,1079,60,1,15,1004
2015,2,13,22,772,45,1,5,722
2015,2,13,23,968,46,4,22,900
2015,2,14,0,952,40,8,34,878
2015,2,14,1,877,47,5,41,789
2015,2,14,2,556,43,1,8,505
2015,2,14,3,462,39,3,5,418
2015,2,14,4,244,16,0,2,226
2015,2,14,5,207,6,0,3,198
2015,2,14,6,82,7,0,1,74
2015,2,14,7,75,3,0,1,71
2015,2,14,8,49,0,0,1,48
2015,2,14,9,105,2,0,0,103
2015,2,14,10,188,13,0,3,172
2015,2,14,11,373,23,2,1,349
2015,2,14,12,419,15,0,3,401
2015,2,14,13,586,35,1,3,548
2015,2,14,14,688,46,0,3,639
2015,2,14,15,648,36,1,5,607
2015,2,14,16,569,32,0,8,529
2015,2,14,17,627,43,0,6,578
2015,2,14,18,645,52,3,2,591
2015,2,14,19,656,46,0,6,604
2015,2,14,20,619,32,1,7,580
2015,2,14,21,595,26,2,10,559
2015,2,14,22,565,30,0,4,531
2015,2,14,23,628,35,1,10,583
2015,2,15,0,660,29,2,13,618
2015,2,15,1,551,34,0,8,509
2015,2,15,2,534,28,1,3,503
2015,2,15,3,358,18,0,1,339
2015,2,15,4,220,7,0,4,209
2015,2,15,5,167,7,0,3,157
2015,2,15,6,62,3,0,2,57
2015,2,15,7,80,7,0,0,73
2015,2,15,8,45,2,0,0,43
2015,2,15,9,55,3,0,0,52
2015,2,15,10,104,8,0,0,96
2015,2,15,11,221,14,0,2,205
2015,2,15,12,445,27,1,0,418
2015,2,15,13,462,30,2,4,428
2015,2,15,14,531,26,1,3,502
2015,2,15,15,506,27,1,4,475
2015,2,15,16,604,42,6,7,555
2015,2,15,17,523,36,3,8,479
2015,2,15,18,610,40,2,6,564
2015,2,15,19,638,40,0,9,589
2015,2,15,20,629,38,1,8,583
2015,2,15,21,601,45,1,9,547
2015,2,15,22,709,42,4,10,657
2015,2,15,23,719,47,6,11,661
2015,2,16,0,680,23,2,14,643
2015,2,16,1,721,39,1,9,673
2015,2,16,2,518,26,1,9,483
2015,2,16,3,399,24,1,8,367
2015,2,16,4,303,8,0,4,291
2015,2,16,5,157,9,2,4,144
2015,2,16,6,104,6,0,2,96
2015,2,16,7,110,3,0,0,107
2015,2,16,8,74,3,0,0,71
2015,2,16,9,61,3,0,3,55
2015,2,16,10,242,13,0,5,224
2015,2,16,11,325,27,4,14,284
2015,2,16,12,506,36,0,11,459
2015,2,16,13,641,36,2,20,585
2015,2,16,14,784,52,4,20,712
2015,2,16,15,743,61,7,26,656
2015,2,16,16,732,56,4,32,644
2015,2,16,17,734,48,3,22,664
2015,2,16,18,793,61,6,64,668
2015,2,16,19,814,45,6,36,733
2015,2,16,20,686,38,6,31,617
2015,2,16,21,761,54,2,36,671
2015,2,16,22,817,57,3,29,731
2015,2,16,23,903,45,4,34,824
2015,2,17,0,706,41,4,9,656
2015,2,17,1,660,46,3,16,598
2015,2,17,2,500,25,0,10,465
2015,2,17,3,456,38,0,6,412
2015,2,17,4,319,13,1,11,295
2015,2,17,5,153,10,0,1,142
2015,2,17,6,124,4,0,3,117
2015,2,17,7,67,3,0,1,63
2015,2,17,8,115,2,0,0,113
2015,2,17,9,79,5,0,3,71
2015,2,17,10,162,11,0,5,146
2015,2,17,11,234,21,0,4,209
2015,2,17,12,499,21,1,5,473
2015,2,17,13,724,41,2,13,670
2015,2,17,14,674,37,2,18,619
2015,2,17,15,805,47,6,19,739
2015,2,17,16,786,50,4,11,725
2015,2,17,17,855,53,2,48,754
2015,2,17,18,838,54,6,27,757
2015,2,17,19,854,51,6,51,752
2015,2,17,20,871,56,6,58,757
2015,2,17,21,822,50,2,26,746
2015,2,17,22,1032,40,3,42,950
2015,2,17,23,1020,49,5,47,924
2015,2,18,0,985,57,3,32,896
2015,2,18,1,807,31,4,24,752
2015,2,18,2,627,28,1,16,583
2015,2,18,3,486,31,2,7,448
2015,2,18,4,293,12,2,5,276
2015,2,18,5,194,12,0,4,178
2015,2,18,6,126,7,1,1,118
2015,2,18,7,51,0,0,3,48
2015,2,18,8,60,3,0,0,57
2015,2,18,9,107,6,2,1,100
2015,2,18,10,239,12,0,2,225
2015,2,18,11,564,24,1,5,535
2015,2,18,12,905,48,2,9,848
2015,2,18,13,1144,62,7,7,1075
2015,2,18,14,1158,57,3,25,1076
2015,2,18,15,1620,54,2,19,1547
2015,2,18,16,1519,65,6,16,1438
2015,2,18,17,1520,62,2,14,1444
2015,2,18,18,1385,82,2,16,1287
2015,2,18,19,1259,66,2,11,1182
2015,2,18,20,1134,73,2,10,1051
2015,2,18,21,1016,73,1,14,929
2015,2,18,22,1251,55,4,7,1189
2015,2,18,23,1075,67,2,18,990
2015,2,19,0,1053,60,3,10,983
2015,2,19,1,886,65,6,5,816
2015,2,19,2,861,42,2,6,813
2015,2,19,3,643,39,1,3,601
2015,2,19,4,299,23,0,4,272
2015,2,19,5,178,14,1,5,159
2015,2,19,6,82,2,0,0,80
2015,2,19,7,74,2,0,2,70
2015,2,19,8,120,8,0,1,111
2015,2,19,9,135,11,0,2,122
2015,2,19,10,287,14,0,6,267
2015,2,19,11,534,32,0,5,497
2015,2,19,12,917,51,2,6,860
2015,2,19,13,1116,58,3,12,1046
2015,2,19,14,1217,53,3,9,1155
2015,2,19,15,1182,64,1,9,1109
2015,2,19,16,1425,76,3,16,1333
2015,2,19,17,1396,66,2,16,1314
2015,2,19,18,1505,86,4,22,1397
2015,2,19,19,1400,84,7,16,1300
2015,2,19,20,1093,60,2,17,1016
2015,2,19,21,1111,38,2,13,1060
2015,2,19,22,1060,68,2,17,975
2015,2,19,23,1064,66,2,16,982
2015,2,20,0,983,59,1,10,914
2015,2,20,1,986,54,3,11,921
2015,2,20,2,885,46,2,3,836
2015,2,20,3,622,32,0,4,586
2015,2,20,4,320,24,1,4,292
2015,2,20,5,204,8,0,4,192
2015,2,20,6,152,18,0,1,133
2015,2,20,7,104,13,0,0,91
2015,2,20,8,53,1,0,3,49
2015,2,20,9,138,11,2,1,126
2015,2,20,10,336,22,0,6,308
2015,2,20,11,697,36,0,7,654
2015,2,20,12,957,51,0,12,894
2015,2,20,13,1051,68,1,7,976
2015,2,20,14,1128,74,2,14,1040
2015,2,20,15,1203,70,4,11,1122
2015,2,20,16,1355,82,3,13,1260
2015,2,20,17,1231,70,1,9,1152
2015,2,20,18,1425,83,3,4,1338
2015,2,20,19,1391,63,2,8,1320
2015,2,20,20,1263,61,2,6,1196
2015,2,20,21,972,46,2,10,916
2015,2,20,22,1094,56,1,13,1025
2015,2,20,23,976,64,0,9,903
2015,2,21,0,796,60,2,6,730
2015,2,21,1,857,55,1,9,793
2015,2,21,2,705,24,0,4,677
2015,2,21,3,556,24,2,5,527
2015,2,21,4,354,10,0,6,338
2015,2,21,5,171,10,0,3,158
2015,2,21,6,100,6,0,2,92
2015,2,21,7,64,3,0,0,61
2015,2,21,8,59,3,0,1,55
2015,2,21,9,90,5,0,2,83
2015,2,21,10,236,9,2,0,227
2015,2,21,11,278,28,0,1,249
2015,2,21,12,441,30,1,7,404
2015,2,21,13,723,28,0,8,687
2015,2,21,14,726,60,3,5,661
2015,2,21,15,813,37,0,6,770
2015,2,21,16,832,39,1,7,786
2015,2,21,17,997,41,1,8,948
2015,2,21,18,842,47,2,8,787
2015,2,21,19,809,57,0,7,745
2015,2,21,20,689,43,1,8,638
2015,2,21,21,651,36,4,13,602
2015,2,21,22,915,44,4,9,862
2015,2,21,23,1011,46,6,14,951
2015,2,22,0,784,43,1,14,727
2015,2,22,1,1065,35,2,11,1019
2015,2,22,2,664,33,4,10,621
2015,2,22,3,489,35,3,5,449
2015,2,22,4,388,20,0,4,364
2015,2,22,5,241,10,0,4,227
2015,2,22,6,167,8,0,1,158
2015,2,22,7,59,1,0,1,57
2015,2,22,8,129,3,1,1,125
2015,2,22,9,61,5,0,0,56
2015,2,22,10,178,8,0,1,169
2015,2,22,11,272,18,1,0,254
2015,2,22,12,322,20,1,3,299
2015,2,22,13,540,27,0,6,507
2015,2,22,14,668,29,0,7,632
2015,2,22,15,735,47,2,7,681
2015,2,22,16,658,41,3,7,610
2015,2,22,17,665,45,5,17,603
2015,2,22,18,839,61,4,9,769
2015,2,22,19,898,55,5,6,837
2015,2,22,20,949,50,2,13,886
2015,2,22,21,779,46,4,9,724
2015,2,22,22,881,54,3,7,820
2015,2,22,23,965,51,1,17,897
2015,2,23,0,1117,52,1,7,1058
2015,2,23,1,1065,49,3,6,1010
2015,2,23,2,706,47,3,9,650
2015,2,23,3,535,32,1,5,498
2015,2,23,4,382,16,0,5,361
2015,2,23,5,176,9,0,5,162
2015,2,23,6,83,8,0,1,74
2015,2,23,7,49,2,0,0,47
2015,2,23,8,41,4,0,0,37
2015,2,23,9,72,5,0,0,67
2015,2,23,10,185,15,0,3,167
2015,2,23,11,450,37,2,3,410
2015,2,23,12,814,54,3,16,744
2015,2,23,13,1331,56,3,15,1260
2015,2,23,14,1357,80,3,10,1267
2015,2,23,15,1289,77,4,10,1202
2015,2,23,16,1387,65,4,13,1309
2015,2,23,17,1572,79,8,19,1474
2015,2,23,18,1519,87,6,9,1423
2015,2,23,19,1365,94,5,11,1260
2015,2,23,20,1280,79,3,16,1185
2015,2,23,21,1031,53,2,6,972
2015,2,23,22,1086,59,2,12,1015
2015,2,23,23,1249,74,2,11,1164
2015,2,24,0,1165,72,2,11,1082
2015,2,24,1,1170,71,1,13,1086
2015,2,24,2,896,52,1,10,834
2015,2,24,3,542,47,4,6,489
2015,2,24,4,327,24,1,1,302
2015,2,24,5,267,13,2,3,251
2015,2,24,6,114,6,0,1,107
2015,2,24,7,57,3,0,0,54
2015,2,24,8,49,2,0,1,46
2015,2,24,9,92,7,0,1,84
2015,2,24,10,208,16,0,1,191
2015,2,24,11,556,29,1,5,522
2015,2,24,12,903,42,1,7,854
2015,2,24,13,1081,51,2,3,1027
2015,2,24,14,1312,48,4,10,1254
2015,2,24,15,1256,61,2,10,1185
2015,2,24,16,1632,72,7,11,1549
2015,2,24,17,1657,69,3,21,1567
2015,2,24,18,1368,67,4,29,1272
2015,2,24,19,1504,67,0,14,1423
2015,2,24,20,1233,57,5,17,1159
2015,2,24,21,1006,57,0,11,938
2015,2,24,22,906,55,1,11,840
2015,2,24,23,1109,61,3,9,1039
2015,2,25,0,940,62,2,7,871
2015,2,25,1,1133,69,2,10,1054
2015,2,25,2,896,51,1,8,837
2015,2,25,3,658,44,1,5,609
2015,2,25,4,368,21,1,2,345
2015,2,25,5,214,15,0,6,193
2015,2,25,6,112,7,1,2,103
2015,2,25,7,76,2,0,0,74
2015,2,25,8,68,2,0,0,66
2015,2,25,9,120,4,0,0,116
2015,2,25,10,252,16,0,0,236
2015,2,25,11,594,29,0,6,559
2015,2,25,12,870,52,2,7,811
2015,2,25,13,1336,63,2,8,1265
2015,2,25,14,1327,61,3,15,1251
2015,2,25,15,1255,61,5,66,1128
2015,2,25,16,1441,75,10,67,1299
2015,2,25,17,1574,90,15,79,1405
2015,2,25,18,1271,88,5,42,1141
2015,2,25,19,1330,78,6,24,1228
2015,2,25,20,1122,49,2,38,1035
2015,2,25,21,1082,53,5,31,998
2015,2,25,22,976,59,1,37,880
2015,2,25,23,1118,60,2,28,1030
2015,2,26,0,1348,59,7,14,1275
2015,2,26,1,1048,63,4,12,973
2015,2,26,2,840,42,2,7,791
2015,2,26,3,692,50,4,14,628
2015,2,26,4,383,15,1,6,362
2015,2,26,5,192,11,0,5,176
2015,2,26,6,81,2,0,0,79
2015,2,26,7,76,6,0,1,69
2015,2,26,8,75,4,0,0,71
2015,2,26,9,95,2,0,1,92
2015,2,26,10,208,10,0,1,197
2015,2,26,11,463,35,0,4,424
2015,2,26,12,906,35,2,14,857
2015,2,26,13,1239,59,2,16,1164
2015,2,26,14,1595,60,1,12,1523
2015,2,26,15,1278,68,4,19,1191
2015,2,26,16,1452,78,3,11,1363
2015,2,26,17,1530,76,3,8,1446
2015,2,26,18,1408,86,3,6,1316
2015,2,26,19,1435,78,2,10,1347
2015,2,26,20,1430,67,4,10,1353
2015,2,26,21,1220,60,4,8,1152
2015,2,26,22,1013,59,4,13,941
2015,2,26,23,1151,49,1,15,1087
2015,2,27,0,1149,58,3,10,1081
2015,2,27,1,981,67,4,9,905
2015,2,27,2,762,55,2,9,698
2015,2,27,3,509,33,0,5,471
2015,2,27,4,305,15,1,3,287
2015,2,27,5,191,9,1,5,177
2015,2,27,6,149,7,0,2,140
2015,2,27,7,86,4,0,1,81
2015,2,27,8,63,3,0,1,59
2015,2,27,9,152,5,0,1,146
2015,2,27,10,198,6,0,0,192
2015,2,27,11,543,32,4,2,509
2015,2,27,12,798,43,1,5,750
2015,2,27,13,921,50,1,6,865
2015,2,27,14,1099,42,2,14,1043
2015,2,27,15,1228,53,3,13,1162
2015,2,27,16,1494,62,4,17,1415
2015,2,27,17,1455,79,3,80,1296
2015,2,27,18,1154,76,1,28,1050
2015,2,27,19,1277,63,2,17,1197
2015,2,27,20,997,68,3,14,915
2015,2,27,21,730,48,1,5,677
2015,2,27,22,959,50,1,7,902
2015,2,27,23,840,49,1,13,778
2015,2,28,0,1061,64,1,5,992
2015,2,28,1,737,43,4,9,685
2015,2,28,2,794,31,0,9,754
2015,2,28,3,571,28,1,6,537
2015,2,28,4,426,16,0,10,400
2015,2,28,5,159,10,0,7,142
2015,2,28,6,170,1,0,1,168
2015,2,28,7,83,10,0,1,72
2015,2,28,8,90,4,0,1,85
2015,2,28,9,67,1,0,1,65
2015,2,28,10,138,18,1,0,120
2015,2,28,11,466,17,0,3,446
2015,2,28,12,452,28,0,6,418
2015,2,28,13,715,48,0,7,660
2015,2,28,14,651,41,2,7,603
2015,2,28,15,718,37,0,4,677
2015,2,28,16,780,36,3,9,735
2015,2,28,17,709,54,3,5,650
2015,2,28,18,742,52,5,8,682
2015,2,28,19,613,52,1,10,551
2015,2,28,20,778,54,0,8,716
2015,2,28,21,867,46,3,5,816
2015,2,28,22,642,40,2,6,596
2015,2,28,23,751,38,1,5,708
2015,3,1,0,824,44,1,6,774
2015,3,1,1,750,35,1,4,711
2015,3,1,2,551,30,0,8,513
2015,3,1,3,472,24,1,2,446
2015,3,1,4,330,8,0,2,320
2015,3,1,5,229,16,0,0,213
2015,3,1,6,227,8,1,0,219
2015,3,1,7,93,4,0,0,89
2015,3,1,8,40,2,0,1,37
2015,3,1,9,63,5,0,0,58
2015,3,1,10,106,7,0,0,99
2015,3,1,11,213,19,0,1,193
2015,3,1,12,337,21,1,2,314
2015,3,1,13,532,39,3,3,490
